Date,Close,High,Low,Open,Volume
2000-12-21,1.034359335899353,1.0644413565831305,1.0299626738018623,1.0644413565831305,43344000
2000-12-22,1.0413011312484741,1.05981313370512,1.0297311186790468,1.0343591413612558,27811200
2000-12-25,1.0413011312484741,1.0413011312484741,1.0413011312484741,1.0413011312484741,0
2000-12-26,1.034359335899353,1.0540283256577672,1.034359335899353,1.041301327092193,10713600
2000-12-27,1.0482431650161743,1.055185155193991,1.0322765787799761,1.0401441911874203,18809600
2000-12-28,1.0593502521514893,1.064441085590543,1.0436150290418542,1.0436150290418542,16169600
2000-12-29,1.0593502521514893,1.0593502521514893,1.0593502521514893,1.0593502521514893,0
2001-01-01,1.0593502521514893,1.0593502521514893,1.0593502521514893,1.0593502521514893,0
2001-01-02,1.0945234298706055,1.1053992725011546,1.0598133839660058,1.0598133839660058,32521600
2001-01-03,1.1500593423843384,1.1500593423843384,1.0783252067919926,1.089895220119255,60508800
2001-01-04,1.1546874046325684,1.1604724114929075,1.147051153206265,1.150753554065994,46118400
2001-01-05,1.1570014953613281,1.1824554929503939,1.140803456771828,1.1570014953613281,41360000
2001-01-08,1.1428861618041992,1.1639435873094364,1.1361755313655963,1.1570015953915305,35968000
2001-01-09,1.1669515371322632,1.1731993548460655,1.1477452728707012,1.1570013187294146,43475200
2001-01-10,1.1616296768188477,1.1731996933443896,1.147745604024865,1.1639436448150677,39264000
2001-01-11,1.1755132675170898,1.182223896039025,1.1570012649326065,1.159315232153595,34508800
2001-01-12,1.1824554204940796,1.1986534580910264,1.1778274854139832,1.1812984367240555,38777600
2001-01-15,1.1870834827423096,1.1963395297501922,1.1801414916225008,1.1917115062462509,9497600
2001-01-16,1.2132318019866943,1.2217935885259057,1.1870835428957822,1.1870835428957822,48595200
2001-01-17,1.2356778383255005,1.268073832632265,1.2245705444390529,1.2252648054770956,75100800
2001-01-18,1.255346655845642,1.2588176957329016,1.2264216176925167,1.2345205930665073,39398400
2001-01-19,1.2789496183395386,1.284040453782312,1.2171656851087977,1.2611317825620505,60195200
2001-01-22,1.263445258140564,1.277329325317605,1.258817324020402,1.272701302925258,31462400
2001-01-23,1.2912133932113647,1.3004694386339746,1.2680733679270315,1.2703874234187795,44608000
2001-01-24,1.2750155925750732,1.3027836456825228,1.2727016249295389,1.291445080638314,39036800
2001-01-25,1.2750155925750732,1.2750155925750732,1.2750155925750732,1.2750155925750732,0
2001-01-26,1.2576602697372437,1.2727013206538456,1.2426193070928282,1.2727013206538456,26076800
2001-01-29,1.2588175535202026,1.2842715489104481,1.2403054605758046,1.2842715489104481,26550400
2001-01-30,1.2599748373031616,1.2703878699960254,1.2493304431158887,1.2588178532866707,24995200
2001-01-31,1.2613626718521118,1.2817259177279066,1.2541893208923673,1.2599743269036123,34620800
2001-02-01,1.2449336051940918,1.2680736353585627,1.2356776460916292,1.2611316439636633,43728000
2001-02-02,1.2449336051940918,1.2576606041301088,1.2333635901118563,1.2333635901118563,17532800
2001-02-05,1.2403056621551514,1.2495617101316796,1.2333636703088628,1.2449336861434155,21875200
2001-02-06,1.2544209957122803,1.2727016404605898,1.2403055633945277,1.2565036019275586,25504000
2001-02-07,1.2521077394485474,1.2611323420848595,1.2264222776238083,1.253033362352851,29075200
2001-02-08,1.289130687713623,1.2912132933590483,1.2611312804701602,1.2703873251769802,28233600
2001-02-09,1.2960729598999023,1.3016266055901902,1.279643560819115,1.2891309689911954,23536000
2001-02-12,1.2893620729446411,1.312039284243645,1.2842712397830882,1.2958412509523052,18220800
2001-02-13,1.3189815282821655,1.3189815282821655,1.2842714880642139,1.2900564947672057,26681600
2001-02-14,1.346981167793274,1.349063774090149,1.3050977686604277,1.3097257041892947,42454400
