Date,Close,High,Low,Open,Volume
2000-12-21,1.1419410705566406,1.1527345863384952,1.0858658641774586,1.085993397103263,84096
2000-12-22,1.092443823814392,1.1304448851313624,1.08573823836386,1.1304448851313624,26412
2000-12-25,1.092443823814392,1.092443823814392,1.092443823814392,1.092443823814392,0
2000-12-26,1.0921247005462646,1.0934020092769539,1.076157664154572,1.0864403172269492,8895
2000-12-27,1.1291675567626953,1.1291675567626953,1.0921249692959774,1.1112847091646894,30586
2000-12-28,1.1815385818481445,1.2070853856509682,1.104834195589825,1.1227809122629369,87722
2000-12-29,1.1815385818481445,1.1815385818481445,1.1815385818481445,1.1815385818481445,0
2001-01-01,1.1815385818481445,1.1815385818481445,1.1815385818481445,1.1815385818481445,0
2001-01-02,1.1432185173034668,1.1495412980106017,1.1208654458299985,1.1209292123180226,53263221
2001-01-03,1.1879891157150269,1.213472155598105,1.1368316323480574,1.1432181776457313,75980834
2001-01-04,1.2070852518081665,1.2134718999539313,1.194247876480327,1.194247876480327,93799106
2001-01-05,1.2134085893630981,1.245405816955698,1.1751518274101622,1.1751518274101622,92416889
2001-01-08,1.187924861907959,1.2134717642139858,1.187924861907959,1.2006981567706574,36334494
2001-01-09,1.1930346488952637,1.2262455226574482,1.1879254119393479,1.2006987127163202,137167849
2001-01-10,1.2038919925689697,1.2070857346937045,1.1878617035296717,1.1936736223512072,124864756
2001-01-11,1.2070852518081665,1.2134718999539313,1.1815384508379974,1.212769114425623,69781389
2001-01-12,1.1880521774291992,1.2070847900617645,1.1751509363872743,1.2070847900617645,56410842
2001-01-15,1.2006983757019043,1.2006983757019043,1.1751514687377416,1.1751514687377416,9018618
2001-01-16,1.2070852518081665,1.2134718999539313,1.194311642935972,1.2006982910817368,29615008
2001-01-17,1.2166649103164673,1.226244775871444,1.1975046582388735,1.2070849405679624,60023764
2001-01-18,1.2581785917282104,1.2581785917282104,1.2166652729189562,1.2166652729189562,160501300
2001-01-19,1.2837255001068115,1.302885759482536,1.2517920470613073,1.2581149295294893,127492336
2001-01-22,1.2390191555023193,1.2837258131184544,1.2307162806407994,1.2837258131184544,44942553
2001-01-23,1.2275863885879517,1.2517920124273931,1.2275863885879517,1.2390188191110154,107840232
2001-01-24,1.1936097145080566,1.2454056997887588,1.1936097145080566,1.2454056997887588,81783404
2001-01-25,1.1936097145080566,1.1936097145080566,1.1936097145080566,1.1936097145080566,0
2001-01-26,1.2262450456619263,1.2390186540508834,1.1942478313008313,1.194311597754064,118993759
2001-01-29,1.2070852518081665,1.2326317401976707,1.2038915109610642,1.2326317401976707,88434464
2001-01-30,1.187924861907959,1.2198583074517917,1.187924861907959,1.2198583074517917,169998904
2001-01-31,1.1911191940307617,1.1975058468690813,1.175152249354068,1.1943125204499214,121019185
2001-02-01,1.1687648296356201,1.2051689112308244,1.162441948012205,1.2051689112308244,66579026
2001-02-02,1.1751518249511719,1.1751518249511719,1.1527987564770663,1.1687652786129676,38332549
2001-02-05,1.1464118957519531,1.1687650643212246,1.1432181542972473,1.1687650643212246,13548455
2001-02-06,1.159185528755188,1.159185528755188,1.1496056552838463,1.1559923070604836,40836961
2001-02-07,1.1368308067321777,1.1559271832553875,1.1304441618791856,1.1559271832553875,69617165
2001-02-08,1.1686372756958008,1.1847318467212657,1.148966156485468,1.148966156485468,61337553
2001-02-09,1.1496047973632812,1.175151177017994,1.1496047973632812,1.175151177017994,41493856
2001-02-12,1.1527979373931885,1.156310717722096,1.1496046143962035,1.1497322514580446,42588680
2001-02-13,1.1687648296356201,1.1687648296356201,1.162378181557233,1.162378181557233,144133671
2001-02-14,1.1847320795059204,1.2006985997817754,1.1496052972859958,1.1623784926679634,104350479
2001-02-15,1.1847320795059204,1.1943119499940007,1.1847320795059204,1.187925300206226,39057871
2001-02-16,1.124377965927124,1.1879258703305482,1.1106468081643928,1.1879258703305482,68577082
2001-02-19,1.1176718473434448,1.1496053048804387,1.1176718473434448,1.1496053048804387,51771522
2001-02-20,1.0985106229782104,1.1336373746591755,1.06657719341488,1.1209279567987287,76582987
2001-02-21,1.085866093635559,1.1368317624605213,1.0792876230162698,1.1176719159874666,121279205
2001-02-22,1.1144778728485107,1.1144778728485107,1.0921248115001734,1.0921248115001734,155369309
2001-02-23,1.1368948221206665,1.1815381004126668,1.1112841580970114,1.117606933718342,148403487
2001-02-26,1.1368948221206665,1.1368948221206665,1.1368948221206665,1.1368948221206665,0
2001-02-27,1.1368948221206665,1.1368948221206665,1.1368948221206665,1.1368948221206665,0
2001-02-28,1.0889320373535156,1.1336387036026851,1.0863772099548454,1.1336387036026851,87695458
2001-03-01,1.1209282875061035,1.1368310321759705,1.0953176240120386,1.098510947071799,123400428
2001-03-02,1.1559271812438965,1.1559910518600554,1.1112839128059009,1.1368308047539173,159064343
2001-03-05,1.1432185173034668,1.1687654354393577,1.130445318719541,1.1496055854666651,96549853
2001-03-06,1.162378191947937,1.1892024058589006,1.1432179349608367,1.1496049998705347,82207649
2001-03-07,1.1719584465026855,1.1815388386400074,1.1591852502123212,1.1671687714019705,79552699
2001-03-08,1.1751518249511719,1.1943120891273478,1.1559920817429654,1.1751518249511719,98876355
